0.000000000000000000e+00 -2.466194404452847280e-02 -4.382345102895327665e-02 4.083768835468537528e-02 -2.929786967061500519e-02 -1.663082569162903195e-03 -1.257768604853898818e-02 -7.484416337552316422e-04 -3.125862751923752080e-03 1.246263759250620549e-03
1.000000000000000056e-01 5.154700467411594406e-02 -2.674818476407770512e-02 -1.750590977544110374e-02 -2.746764739857443516e-02 -3.024155988452726512e-02 -1.408062417034133817e-02 -4.719593442411507828e-03 -8.332272694073166938e-03 -9.525911781726875693e-03
2.000000000000000111e-01 -5.233866292246923402e-02 7.456017741816078903e-02 -2.849505577904672127e-02 -1.205555557906159980e-02 -1.372115906064413741e-02 -8.401853965439201599e-03 -1.729430807046132210e-02 -1.322079587614658804e-02 -1.496344973707558132e-02
3.000000000000000444e-01 -1.198486943862731580e-01 -9.106253949895029565e-02 2.598707995429055950e-02 8.221684844711016349e-03 -3.919170883883012907e-02 -2.398853815303664955e-02 -1.765165271186249982e-02 -1.906391740663286941e-02 -1.971987518781717283e-02
4.000000000000000222e-01 1.818140151418018088e-02 -7.784166427084580897e-02 -3.520907755800977562e-02 -6.265444809942671833e-02 -1.907457519813179903e-02 -2.204883674374880087e-02 -2.345575204370725642e-02 -2.420720786034678482e-02 -2.146051265658469043e-02
5.000000000000000000e-01 -1.696410390507322452e-01 -1.242326118597801565e-02 -2.667592564030965563e-02 1.705609628435617031e-02 2.543444602035083851e-03 -1.373876517962658098e-02 -1.630989431961913511e-02 -2.057034173767252269e-02 -2.055893108755924015e-02
6.000000000000000888e-01 -1.424903823996743479e-01 -1.379984231422921696e-02 -3.057245165006415230e-02 1.102117319323227262e-03 -2.047755774554792935e-02 -1.461707169948595758e-02 -1.616569533237410816e-02 -1.226787520327577222e-02 -1.858059824746005270e-02
7.000000000000000666e-01 -6.366359748751597436e-02 9.383800872482174482e-03 -2.017648980154420138e-02 -1.593735837524314081e-02 -1.127051068878558507e-02 -9.515403481224930099e-03 -8.590999007497834156e-03 -1.160159635253614485e-02 -1.375335995962350712e-02
8.000000000000000444e-01 1.877875143547438064e-01 6.734142171770038376e-02 8.445298308371566517e-03 1.930592089963851544e-03 -2.022725042054801872e-03 -1.080467398242716901e-03 -6.205501913263980485e-03 -4.999737379492857903e-03 -5.084136859285178986e-03
9.000000000000000222e-01 6.582665810432572484e-02 -2.103328671663531532e-02 -3.847774337245071091e-02 -1.171959344906342571e-02 6.164121369037332647e-03 -8.649259623139228872e-04 6.588520909513041757e-03 3.030694199987632800e-03 4.648841014676952273e-03
1.000000000000000000e+00 1.885700507814425109e-02 8.417696058587403884e-02 -4.130570066917452210e-02 2.600530449983592257e-03 9.241273632097649765e-03 1.937626561507010264e-02 1.511526251274885116e-02 1.386871648759136974e-02 1.770276180281922865e-02
1.100000000000000089e+00 3.982543641607552698e-02 3.778662448096498094e-02 5.373693963952402147e-02 3.912214173672570044e-02 2.680563920224064006e-02 3.031404512070538793e-02 3.042473206474256495e-02 2.468438496798323542e-02 2.839828439212873160e-02
1.200000000000000178e+00 1.430705309012908211e-01 6.758501786368947828e-02 4.984429047413106023e-02 2.561869240834997383e-02 4.526629975546140466e-02 4.300637773420199622e-02 4.043852639703963969e-02 3.962475086246204647e-02 3.953465461091627831e-02
1.300000000000000044e+00 1.474029693600589774e-01 4.739294446697839280e-02 1.156952161842038779e-01 5.475564000445234253e-02 5.357903631125123661e-02 3.866853528675347207e-02 5.165531556966990873e-02 5.385566180008014014e-02 5.460332684400200781e-02
1.400000000000000133e+00 6.352687073049372024e-02 5.278996311673114089e-02 2.111144435462592589e-02 7.094886551322331092e-02 8.033683306751811248e-02 6.786570539224069665e-02 6.806265045016111903e-02 7.197301871119811401e-02 7.001264327923441277e-02
1.500000000000000000e+00 1.680978936387132472e-01 9.676851380488005194e-02 9.175471476969898621e-02 9.649730759954422421e-02 6.538383392588220655e-02 7.520362560744599245e-02 8.746162188260761527e-02 8.763552431388768604e-02 8.723749923629686709e-02
1.600000000000000089e+00 7.636633100247006145e-02 1.712534186291110039e-01 1.096623553399029005e-01 9.401797778512177572e-02 1.105828803602397770e-01 1.059162962921904594e-01 1.079903676638502841e-01 1.047075868471790266e-01 1.030169806658993020e-01
1.700000000000000178e+00 8.618517442087687830e-02 1.194514340345697312e-01 1.033454319291432361e-01 1.190201622024035927e-01 1.197212345492651431e-01 1.138327284452401861e-01 1.172819676780545994e-01 1.179630804723720700e-01 1.187129767446093442e-01
1.800000000000000044e+00 2.147420902306079737e-02 7.885770578582107504e-02 1.621955507580478961e-01 1.259394931502130222e-01 1.437028236903009626e-01 1.389786884540410994e-01 1.341895913083306358e-01 1.308373816519380617e-01 1.325622535080336339e-01
1.900000000000000133e+00 1.467546816400365217e-01 1.429001637869530272e-01 1.229361304771873081e-01 1.363994866702416819e-01 1.274932163500237803e-01 1.558522207925286396e-01 1.447049396465721061e-01 1.431587210746090855e-01 1.485133341756157410e-01
2.000000000000000000e+00 7.145200383957631129e-02 2.084169079202995434e-01 1.282569983112216427e-01 1.718401356369600452e-01 1.677782446117440929e-01 1.663041530604187357e-01 1.605289337388942916e-01 1.612054287217398185e-01 1.613140792907369614e-01
2.100000000000000089e+00 1.653301725890998497e-01 1.316939059743480189e-01 1.346067736466380338e-01 1.413359980881990219e-01 1.732621408479736724e-01 1.705251967821271863e-01 1.704734422046460807e-01 1.737239035790443531e-01 1.719709459171571975e-01
2.200000000000000178e+00 2.621426953129764037e-01 1.495733217363977019e-01 2.096207187582230791e-01 1.558143177250988221e-01 1.709112541924647788e-01 1.925718788093289113e-01 1.855922540672660936e-01 1.857104902481407360e-01 1.843308273566948152e-01
2.300000000000000266e+00 4.070727244045493354e-01 1.819713173526937566e-01 1.857873784156452990e-01 1.998393462413674271e-01 1.912042429680292921e-01 2.044006062614102948e-01 1.912594046972106165e-01 1.966168307957639749e-01 1.940697272112367200e-01
2.400000000000000355e+00 3.653738391735248392e-01 2.824728426329718989e-01 1.963528776830531786e-01 1.811115446828819586e-01 1.813746172416297597e-01 2.017143292015023959e-01 2.002805689918877585e-01 2.006190402372559911e-01 2.000450639301610267e-01
2.500000000000000000e+00 1.014989458976827963e-01 1.641188098355522151e-01 2.516714888405146566e-01 2.033977719286525487e-01 2.103447583137178778e-01 2.046782785933336513e-01 2.043366539766274803e-01 2.043595301807707432e-01 2.050201283326435198e-01
2.600000000000000089e+00 4.285067853780261116e-02 3.082139102939119857e-01 1.623634209775677573e-01 2.450370883900735708e-01 1.995283428552596938e-01 2.104399556450214093e-01 2.043815063440392321e-01 2.111791995855552551e-01 2.098138750672630115e-01
2.700000000000000178e+00 2.732729608947748190e-02 2.389958526055882826e-01 2.368273663871157952e-01 2.278391860099862054e-01 1.985776893742632332e-01 2.157229736835874490e-01 2.132013331978705462e-01 2.122454318356477299e-01 2.110563207504185246e-01
2.800000000000000266e+00 1.216591252623822200e-01 3.341783542161389509e-01 2.723046983578328861e-01 1.792747000269339086e-01 2.111971950292222400e-01 2.086328875829060181e-01 2.052274295643000956e-01 2.095665158356404545e-01 2.076521849465622349e-01
2.900000000000000355e+00 1.874717003588438347e-01 2.278558186253827056e-01 1.504607169306509673e-01 2.126423517509153371e-01 2.026331275782633223e-01 1.967045526153028412e-01 2.028636918736060890e-01 2.012109074994790636e-01 2.036507886523030442e-01
3.000000000000000000e+00 1.157981077458502955e-01 1.525204755690174052e-01 1.613177651917602207e-01 1.774824795078346895e-01 1.933019876548656979e-01 1.957028769522594636e-01 1.916984907614480704e-01 1.965769931937727810e-01 1.964543400899516901e-01
3.100000000000000089e+00 1.791207569774911357e-01 9.296130497671342696e-02 1.558108412062928494e-01 1.852452296572202894e-01 1.872293618664733761e-01 1.796654881242238655e-01 1.847916559555582705e-01 1.845956865493666998e-01 1.840118557566491619e-01
3.200000000000000178e+00 5.714661433904140442e-02 9.401104870553313175e-02 2.036690306566765751e-01 1.672540323514769556e-01 1.693397216957249485e-01 1.665836679868383796e-01 1.779190093089104974e-01 1.703488458800490601e-01 1.721597588994166483e-01
3.300000000000000266e+00 -5.602737075674377176e-02 1.967632401387469365e-01 1.673058938308524812e-01 1.684813336872872380e-01 1.435664066916739479e-01 1.612073555362705801e-01 1.545282469531993330e-01 1.552324715173832026e-01 1.530999272118517551e-01
3.400000000000000355e+00 2.216121209748174725e-01 1.909645973836755772e-02 1.710410054955648906e-01 1.393828395405296572e-01 1.305097993634457554e-01 1.307350227336422643e-01 1.396956605719706368e-01 1.378491938585260923e-01 1.364168728173905942e-01
3.500000000000000000e+00 1.152574454184466940e-01 1.061575397247714603e-01 1.268004072181563302e-01 1.401345536197533825e-01 1.251613107568454730e-01 1.098664742233582264e-01 1.167895028685033698e-01 1.128024686183491526e-01 1.135121768561854205e-01
3.600000000000000089e+00 3.428048309530547927e-02 1.766717698354678401e-01 9.490807312653101735e-02 9.484427060916095220e-02 8.399145072042114857e-02 7.985196763211711846e-02 9.159758608232437815e-02 8.887088773560128385e-02 8.947689114715708103e-02
3.700000000000000178e+00 6.684995358435615043e-02 8.977388627528509746e-02 9.847443136397363017e-02 5.246856882479038892e-02 5.158747745695935888e-02 5.675668839965823664e-02 6.401813378526705067e-02 6.395879109897509296e-02 6.130894473654778520e-02
3.800000000000000266e+00 1.807615631016623037e-01 -2.575352286671543645e-02 5.038989519301925041e-03 4.542079789051430005e-02 2.417796099112824032e-02 3.534011070795482767e-02 3.539908165227522580e-02 3.069494100428378155e-02 3.018731734545553047e-02
3.900000000000000355e+00 1.423419297617791943e-03 -7.412390875403765400e-02 -4.840812990196317195e-03 8.897942599148537038e-04 9.426983948840906777e-03 -1.137049348718691642e-02 -9.034155526906121475e-03 -4.592534184185504201e-03 -2.337931992858851681e-03
4.000000000000000000e+00 -1.202014756135766360e-01 -1.439117537669960534e-01 2.857662376695026263e-02 -1.414552098538900474e-02 -4.746095281145015776e-02 -2.938638192212317951e-02 -4.305481836955600550e-02 -3.667316431032126289e-02 -3.658160553933863246e-02
4.100000000000000533e+00 -2.136877786995753647e-01 -9.208096691110823073e-02 -9.255515141398820700e-02 -6.472843399719684088e-02 -7.145001029678017812e-02 -7.466096371550097477e-02 -7.370432825625271300e-02 -7.511897715923852858e-02 -7.460531127327024725e-02
4.200000000000000178e+00 -3.379146129073571370e-01 -1.210551134758309499e-01 -6.671986912260893798e-02 -1.191178317744539666e-01 -1.155533087595443792e-01 -1.095935399448182690e-01 -1.116811559352346717e-01 -1.170844489306534508e-01 -1.137724349633366383e-01
4.299999999999999822e+00 -2.033634412668008928e-01 -2.132841207192564537e-01 -1.267319262056924856e-01 -1.594174323027751916e-01 -1.626832336424712810e-01 -1.640577181014571950e-01 -1.588558287957475834e-01 -1.571423884870057630e-01 -1.547481034427736213e-01
4.400000000000000355e+00 -2.728082666280168267e-01 -1.830103044133784551e-01 -2.004367084838752089e-01 -2.220798042899991831e-01 -2.061152074191425765e-01 -1.971168847254596845e-01 -2.035483415597822421e-01 -1.984875099984786950e-01 -1.986247748289412807e-01
4.500000000000000000e+00 -4.052562258776313264e-01 -3.509335184278962738e-01 -2.191924691396590075e-01 -2.446959564431448741e-01 -2.413740580840833538e-01 -2.448003633511018351e-01 -2.393889738800790146e-01 -2.455208751390615396e-01 -2.443483808587118000e-01
4.600000000000000533e+00 -1.763896613561935500e-01 -1.915503287267082411e-01 -3.007859652743974932e-01 -2.915276090872142567e-01 -2.904281419527234287e-01 -2.942982315913493241e-01 -2.872793135430733447e-01 -2.926686963655199536e-01 -2.884709847389514970e-01
4.700000000000000178e+00 -3.608294413396546108e-01 -4.177452168220489037e-01 -3.501900535399617986e-01 -3.070951986359630181e-01 -3.360623999655841243e-01 -3.307102829801801258e-01 -3.305591324659287733e-01 -3.389973825670994367e-01 -3.343469186045014974e-01
4.800000000000000711e+00 -2.549807802465161588e-01 -4.246361508869812007e-01 -3.519701614512868448e-01 -3.558851742878733071e-01 -3.753944207312990833e-01 -3.782694416578020746e-01 -3.798053684693586396e-01 -3.821876453128234541e-01 -3.835254160428974712e-01
4.900000000000000355e+00 -5.682919228393393807e-01 -3.970151466419047925e-01 -4.585202667507554120e-01 -4.407227701564310762e-01 -4.291039686526545438e-01 -4.312926637113330131e-01 -4.256137920383259998e-01 -4.316788175107956205e-01 -4.273300110029197296e-01
5.000000000000000000e+00 -4.616285617810480524e-01 -4.012980572556945624e-01 -4.827719688907843310e-01 -4.655259203669727119e-01 -4.747026590585314287e-01 -4.702543824174145182e-01 -4.779703315687147680e-01 -4.794915562576672619e-01 -4.767347138146758589e-01
5.100000000000000533e+00 -4.744696335655222974e-01 -5.411271089326423755e-01 -5.255085016044720447e-01 -4.978681221525692591e-01 -5.315327150806280487e-01 -5.123916247417602543e-01 -5.275663529898736437e-01 -5.254693468138236234e-01 -5.242954879925241229e-01
5.200000000000000178e+00 -6.435410644248665823e-01 -5.004224333312690121e-01 -5.458193778920309436e-01 -5.664130596610361668e-01 -5.579204432338452646e-01 -5.716985683690842812e-01 -5.674180646609632284e-01 -5.712888327289056267e-01 -5.679918946298786464e-01
5.300000000000000711e+00 -6.126619108097081101e-01 -6.086198209269649828e-01 -6.360472317574140666e-01 -6.130016980855245157e-01 -6.140990973156518207e-01 -6.111165869561395736e-01 -6.123037549686399794e-01 -6.156184142600821252e-01 -6.147935565457033347e-01
5.400000000000000355e+00 -5.246913664830199497e-01 -6.590742331277661403e-01 -6.517425256688912372e-01 -6.618486607385163367e-01 -6.554330221720187089e-01 -6.558690730760504684e-01 -6.552523122204844119e-01 -6.556055478549399629e-01 -6.566151056136516617e-01
